transaction_id,customer_id,account_id,timestamp,amount,currency,channel,transaction_type,merchant_category,city,is_fraud,fraud_type,status,masked_card,dup_type
TXN00016435,CUST003840,ACC0004706,2024-01-12 01:24:01,1036.89,USD,POS,DEBIT,,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-8945,EXACT_DUPLICATE
TXN00006138,CUST005611,ACC0004333,2024-01-14 13:46:35,11.61,SAR,MOBILE,TRANSFER,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-1313,EXACT_DUPLICATE
TXN00006138,CUST005611,ACC0004333,2024-01-14 13:46:35,11.61,SAR,MOBILE,TRANSFER,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-1526,EXACT_DUPLICATE
TXN00043484,CUST006495,ACC0007740,2024-01-15 03:12:47,2601.18,SAR,ONLINE,CASH_WITHDRAWAL,RETAIL,,0,LEGITIMATE,COMPLETED,****-****-****-4948,EXACT_DUPLICATE
TXN00043484,CUST006495,ACC0007740,2024-01-15 03:12:47,2601.18,SAR,ONLINE,CASH_WITHDRAWAL,RETAIL,,0,LEGITIMATE,COMPLETED,****-****-****-3861,EXACT_DUPLICATE
TXN00036477,CUST005204,ACC0008789,2024-01-15 05:33:57,0.63,SAR,POS,DEBIT,TRAVEL,Mecca,0,LEGITIMATE,PENDING,****-****-****-8331,EXACT_DUPLICATE
TXN00036477,CUST005204,ACC0008789,2024-01-15 05:33:57,0.63,SAR,POS,DEBIT,TRAVEL,Mecca,0,LEGITIMATE,PENDING,****-****-****-7455,EXACT_DUPLICATE
TXN00002037,CUST006374,ACC0003837,2024-01-15 10:08:01,900.84,EUR,ATM,DEBIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6249,EXACT_DUPLICATE
TXN00002037,CUST006374,ACC0003837,2024-01-15 10:08:01,900.84,EUR,ATM,DEBIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4563,EXACT_DUPLICATE
TXN00001856,CUST005933,ACC0009622,2024-01-15 20:55:22,57.93,SAR,POS,DEBIT,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-6276,EXACT_DUPLICATE
TXN00001856,CUST005933,ACC0009622,2024-01-15 20:55:22,57.93,SAR,POS,DEBIT,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-2226,EXACT_DUPLICATE
TXN00015974,CUST005769,ACC0002716,2024-01-16 02:16:48,1367.72,USD,ONLINE,DEBIT,CRYPTO,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6984,EXACT_DUPLICATE
TXN00015974,CUST005769,ACC0002716,2024-01-16 02:16:48,1367.72,USD,ONLINE,DEBIT,CRYPTO,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7488,EXACT_DUPLICATE
TXN00018962,CUST001781,ACC0006840,2024-01-16 06:24:16,1078.79,SAR,ATM,DEBIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9668,EXACT_DUPLICATE
TXN00018962,CUST001781,ACC0006840,2024-01-16 06:24:16,1078.79,SAR,ATM,DEBIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6397,EXACT_DUPLICATE
TXN00041310,CUST006460,ACC0003353,2024-01-17 22:36:12,40.52,SAR,ONLINE,CASH_WITHDRAWAL,FOOD,Medina,0,LEGITIMATE,COMPLETED,****-****-****-7740,EXACT_DUPLICATE
TXN00041310,CUST006460,ACC0003353,2024-01-17 22:36:12,40.52,SAR,ONLINE,CASH_WITHDRAWAL,FOOD,Medina,0,LEGITIMATE,COMPLETED,****-****-****-1481,EXACT_DUPLICATE
TXN00005965,CUST002157,ACC0005965,2024-01-18 06:59:35,576.0,SAR,POS,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5448,EXACT_DUPLICATE
TXN00005965,CUST002157,ACC0005965,2024-01-18 06:59:35,576.0,SAR,POS,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9351,EXACT_DUPLICATE
TXN00044926,CUST006628,ACC0000526,2024-01-18 23:08:04,445.81,SAR,MOBILE,TRANSFER,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8589,EXACT_DUPLICATE
TXN00044926,CUST006628,ACC0000526,2024-01-18 23:08:04,445.81,SAR,MOBILE,TRANSFER,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5139,EXACT_DUPLICATE
TXN00001604,CUST006648,ACC0007021,2024-01-19 01:45:50,156.49,SAR,POS,CREDIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1251,EXACT_DUPLICATE
TXN00001604,CUST006648,ACC0007021,2024-01-19 01:45:50,156.49,SAR,POS,CREDIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5013,EXACT_DUPLICATE
TXN00025745,CUST003823,ACC0000094,2024-01-19 10:35:28,869.68,SAR,ONLINE,TRANSFER,GAMBLING,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-2295,EXACT_DUPLICATE
TXN00025745,CUST003823,ACC0000094,2024-01-19 10:35:28,869.68,SAR,ONLINE,TRANSFER,GAMBLING,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-4628,EXACT_DUPLICATE
TXN00028295,CUST002924,ACC0006223,2024-01-20 07:24:10,2703.95,SAR,ONLINE,TRANSFER,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8139,EXACT_DUPLICATE
TXN00028295,CUST002924,ACC0006223,2024-01-20 07:24:10,2703.95,SAR,ONLINE,TRANSFER,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-1159,EXACT_DUPLICATE
TXN00007557,CUST000256,ACC0009333,2024-01-20 14:48:26,215.49,SAR,ATM,CASH_WITHDRAWAL,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4482,EXACT_DUPLICATE
TXN00007557,CUST000256,ACC0009333,2024-01-20 14:48:26,215.49,SAR,ATM,CASH_WITHDRAWAL,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3684,EXACT_DUPLICATE
TXN00043853,CUST003039,ACC0003823,2024-01-21 23:53:23,82.38,EUR,ONLINE,CREDIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2095,EXACT_DUPLICATE
TXN00043853,CUST003039,ACC0003823,2024-01-21 23:53:23,82.38,EUR,ONLINE,CREDIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5154,EXACT_DUPLICATE
TXN00019075,CUST007476,ACC0009727,2024-01-22 06:29:43,545.62,AED,POS,DEBIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3444,EXACT_DUPLICATE
TXN00019075,CUST007476,ACC0009727,2024-01-22 06:29:43,545.62,AED,POS,DEBIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4898,EXACT_DUPLICATE
TXN00039250,CUST002291,ACC0007477,2024-01-22 09:22:47,2697.06,SAR,ONLINE,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9837,EXACT_DUPLICATE
TXN00039250,CUST002291,ACC0007477,2024-01-22 09:22:47,2697.06,SAR,ONLINE,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1808,EXACT_DUPLICATE
TXN00043025,CUST003605,ACC0004833,2024-01-23 02:12:44,160.8,SAR,ONLINE,TRANSFER,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5440,EXACT_DUPLICATE
TXN00043025,CUST003605,ACC0004833,2024-01-23 02:12:44,160.8,SAR,ONLINE,TRANSFER,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1327,EXACT_DUPLICATE
TXN00037052,CUST005876,ACC0009138,2024-01-23 22:03:15,99.92,SAR,MOBILE,TRANSFER,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1652,EXACT_DUPLICATE
TXN00037052,CUST005876,ACC0009138,2024-01-23 22:03:15,99.92,SAR,MOBILE,TRANSFER,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2659,EXACT_DUPLICATE
TXN00014612,CUST007545,ACC0005741,2024-01-24 03:46:27,1764.72,USD,MOBILE,TRANSFER,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-3870,EXACT_DUPLICATE
TXN00014612,CUST007545,ACC0005741,2024-01-24 03:46:27,1764.72,USD,MOBILE,TRANSFER,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-9478,EXACT_DUPLICATE
TXN00049132,CUST007041,ACC0006382,2024-01-24 06:10:17,71.98,SAR,ATM,CREDIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2042,EXACT_DUPLICATE
TXN00049132,CUST007041,ACC0006382,2024-01-24 06:10:17,71.98,SAR,ATM,CREDIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8878,EXACT_DUPLICATE
TXN00024354,CUST003035,ACC0004136,2024-01-24 10:20:08,144.55,SAR,ATM,CREDIT,FOOD,Medina,0,LEGITIMATE,COMPLETED,****-****-****-9359,EXACT_DUPLICATE
TXN00024354,CUST003035,ACC0004136,2024-01-24 10:20:08,144.55,SAR,ATM,CREDIT,FOOD,Medina,0,LEGITIMATE,COMPLETED,****-****-****-5918,EXACT_DUPLICATE
TXN00002537,CUST004579,ACC0001557,2024-01-24 14:36:56,277.1,SAR,ONLINE,CREDIT,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-2407,EXACT_DUPLICATE
TXN00002537,CUST004579,ACC0001557,2024-01-24 14:36:56,277.1,SAR,ONLINE,CREDIT,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5689,EXACT_DUPLICATE
TXN00011842,CUST000644,ACC0000149,2024-01-24 23:15:05,37.39,SAR,ONLINE,CASH_WITHDRAWAL,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1543,EXACT_DUPLICATE
TXN00011842,CUST000644,ACC0000149,2024-01-24 23:15:05,37.39,SAR,ONLINE,CASH_WITHDRAWAL,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6173,EXACT_DUPLICATE
TXN00043028,CUST000269,ACC0006898,2024-01-27 15:07:04,1013.18,,ATM,REFUND,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4658,EXACT_DUPLICATE
TXN00043028,CUST000269,ACC0006898,2024-01-27 15:07:04,1013.18,,ATM,REFUND,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9377,EXACT_DUPLICATE
TXN00001614,CUST000304,ACC0001629,2024-01-28 00:03:39,2423.02,SAR,,DEBIT,GAMBLING,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-3775,EXACT_DUPLICATE
TXN00001614,CUST000304,ACC0001629,2024-01-28 00:03:39,2423.02,SAR,,DEBIT,GAMBLING,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-7962,EXACT_DUPLICATE
TXN00009406,CUST007646,ACC0007934,2024-01-28 02:37:20,381878.08,SAR,POS,TRANSFER,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8464,EXACT_DUPLICATE
TXN00009406,CUST007646,ACC0007934,2024-01-28 02:37:20,381878.08,SAR,POS,TRANSFER,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8171,EXACT_DUPLICATE
TXN00010088,CUST002543,ACC0002737,2024-01-28 05:21:27,696.52,GBP,POS,TRANSFER,ELECTRONICS,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-4324,EXACT_DUPLICATE
TXN00010088,CUST002543,ACC0002737,2024-01-28 05:21:27,696.52,GBP,POS,TRANSFER,ELECTRONICS,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-2288,EXACT_DUPLICATE
TXN00022314,CUST004522,ACC0004944,2024-01-28 11:15:21,60.9,SAR,ONLINE,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4122,EXACT_DUPLICATE
TXN00022314,CUST004522,ACC0004944,2024-01-28 11:15:21,60.9,SAR,ONLINE,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4012,EXACT_DUPLICATE
TXN00027190,CUST005561,ACC0006907,2024-01-29 07:49:54,73.51,SAR,MOBILE,TRANSFER,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-6034,EXACT_DUPLICATE
TXN00027190,CUST005561,ACC0006907,2024-01-29 07:49:54,73.51,SAR,MOBILE,TRANSFER,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-7354,EXACT_DUPLICATE
TXN00027942,CUST002089,ACC0006674,2024-01-30 13:52:50,732.21,EUR,ONLINE,DEBIT,UNKNOWN,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-5983,EXACT_DUPLICATE
TXN00027942,CUST002089,ACC0006674,2024-01-30 13:52:50,732.21,EUR,ONLINE,DEBIT,UNKNOWN,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-1319,EXACT_DUPLICATE
TXN00002633,CUST004673,ACC0002918,2024-01-31 03:59:13,2319.21,AED,ATM,CASH_WITHDRAWAL,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-3226,EXACT_DUPLICATE
TXN00002633,CUST004673,ACC0002918,2024-01-31 03:59:13,2319.21,AED,ATM,CASH_WITHDRAWAL,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-4092,EXACT_DUPLICATE
TXN00026793,CUST004258,ACC0006946,2024-01-31 22:54:38,1870.69,SAR,ATM,TRANSFER,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-5134,EXACT_DUPLICATE
TXN00026793,CUST004258,ACC0006946,2024-01-31 22:54:38,1870.69,SAR,ATM,TRANSFER,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-9937,EXACT_DUPLICATE
TXN00047746,CUST006086,ACC0004932,2024-02-02 21:46:50,32.29,EUR,POS,DEBIT,ELECTRONICS,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-9699,EXACT_DUPLICATE
TXN00047746,CUST006086,ACC0004932,2024-02-02 21:46:50,32.29,EUR,POS,DEBIT,ELECTRONICS,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-2367,EXACT_DUPLICATE
TXN00012506,CUST007676,ACC0001973,2024-02-05 00:51:31,4164.78,SAR,BRANCH,TRANSFER,UNKNOWN,Mecca,0,LEGITIMATE,PENDING,****-****-****-1370,EXACT_DUPLICATE
TXN00012506,CUST007676,ACC0001973,2024-02-05 00:51:31,4164.78,SAR,BRANCH,TRANSFER,UNKNOWN,Mecca,0,LEGITIMATE,PENDING,****-****-****-9514,EXACT_DUPLICATE
TXN00022582,CUST002262,ACC0007837,2024-02-05 01:59:58,858.32,SAR,MOBILE,CASH_WITHDRAWAL,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8506,EXACT_DUPLICATE
TXN00022582,CUST002262,ACC0007837,2024-02-05 01:59:58,858.32,SAR,MOBILE,CASH_WITHDRAWAL,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8131,EXACT_DUPLICATE
TXN00026233,CUST006334,ACC0004039,2024-02-05 11:14:14,1018.74,USD,MOBILE,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8147,EXACT_DUPLICATE
TXN00026233,CUST006334,ACC0004039,2024-02-05 11:14:14,1018.74,USD,MOBILE,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8097,EXACT_DUPLICATE
TXN00023161,CUST007904,ACC0000537,2024-02-08 00:48:12,397139.28,SAR,MOBILE,DEBIT,,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4406,EXACT_DUPLICATE
TXN00023161,CUST007904,ACC0000537,2024-02-08 00:48:12,397139.28,SAR,MOBILE,DEBIT,,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9634,EXACT_DUPLICATE
TXN00047666,CUST003251,ACC0004540,2024-02-08 01:24:39,763.12,SAR,POS,CREDIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6977,EXACT_DUPLICATE
TXN00047666,CUST003251,ACC0004540,2024-02-08 01:24:39,763.12,SAR,POS,CREDIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4222,EXACT_DUPLICATE
TXN00020040,CUST000994,ACC0009652,2024-02-08 05:39:54,1299.78,SAR,ATM,CASH_WITHDRAWAL,CRYPTO,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1670,EXACT_DUPLICATE
TXN00020040,CUST000994,ACC0009652,2024-02-08 05:39:54,1299.78,SAR,ATM,CASH_WITHDRAWAL,CRYPTO,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3073,EXACT_DUPLICATE
TXN00006152,CUST005971,ACC0007147,2024-02-09 05:53:47,911.24,AED,ONLINE,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8177,EXACT_DUPLICATE
TXN00006152,CUST005971,ACC0007147,2024-02-09 05:53:47,911.24,AED,ONLINE,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2946,EXACT_DUPLICATE
TXN00015642,CUST003611,ACC0004493,2024-02-09 08:00:16,303.6,AED,POS,TRANSFER,UNKNOWN,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-2168,EXACT_DUPLICATE
TXN00015642,CUST003611,ACC0004493,2024-02-09 08:00:16,303.6,AED,POS,TRANSFER,UNKNOWN,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-4910,EXACT_DUPLICATE
TXN00006053,CUST003180,ACC0000092,2024-02-10 01:28:12,115.34,SAR,ONLINE,CASH_WITHDRAWAL,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-2448,EXACT_DUPLICATE
TXN00006053,CUST003180,ACC0000092,2024-02-10 01:28:12,115.34,SAR,ONLINE,CASH_WITHDRAWAL,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-5883,EXACT_DUPLICATE
TXN00022002,CUST001582,ACC0002799,2024-02-10 09:47:23,1279.19,SAR,,REFUND,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6727,EXACT_DUPLICATE
TXN00022002,CUST001582,ACC0002799,2024-02-10 09:47:23,1279.19,SAR,,REFUND,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8636,EXACT_DUPLICATE
TXN00016140,CUST004694,ACC0000815,2024-02-10 14:57:56,595.81,SAR,ATM,CREDIT,FOOD,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-3653,EXACT_DUPLICATE
TXN00016140,CUST004694,ACC0000815,2024-02-10 14:57:56,595.81,SAR,ATM,CREDIT,FOOD,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-7748,EXACT_DUPLICATE
TXN00001282,CUST000536,ACC0002885,2024-02-11 19:04:47,1369.58,SAR,,TRANSFER,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3765,EXACT_DUPLICATE
TXN00001282,CUST000536,ACC0002885,2024-02-11 19:04:47,1369.58,SAR,,TRANSFER,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6425,EXACT_DUPLICATE
TXN00021376,CUST003287,ACC0000695,2024-02-12 13:13:10,344.31,SAR,ONLINE,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-2467,EXACT_DUPLICATE
TXN00021376,CUST003287,ACC0000695,2024-02-12 13:13:10,344.31,SAR,ONLINE,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-1531,EXACT_DUPLICATE
TXN00032968,CUST007025,ACC0007863,2024-02-12 13:14:52,97.05,SAR,MOBILE,TRANSFER,CRYPTO,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-8863,EXACT_DUPLICATE
TXN00032968,CUST007025,ACC0007863,2024-02-12 13:14:52,97.05,SAR,MOBILE,TRANSFER,CRYPTO,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-7315,EXACT_DUPLICATE
TXN00022612,CUST004478,ACC0004879,2024-02-13 13:24:00,1008.79,SAR,ONLINE,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4419,EXACT_DUPLICATE
TXN00022612,CUST004478,ACC0004879,2024-02-13 13:24:00,1008.79,SAR,ONLINE,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-1341,EXACT_DUPLICATE
TXN00005286,CUST002982,ACC0001460,2024-02-13 16:58:29,1050.86,GBP,ONLINE,DEBIT,RETAIL,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-3111,EXACT_DUPLICATE
TXN00005286,CUST002982,ACC0001460,2024-02-13 16:58:29,1050.86,GBP,ONLINE,DEBIT,RETAIL,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-3208,EXACT_DUPLICATE
