transaction_id,customer_id,account_id,timestamp,amount,currency,channel,transaction_type,merchant_category,city,is_fraud,fraud_type,status,masked_card,z_score,anomaly_level
TXN00015789,CUST005833,ACC0005905,2024-02-08 04:57:59,999999999.0,SAR,POS,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3301,15752.006022390782,EXTREME_OUTLIER
TXN00011441,CUST007973,ACC0005416,2024-07-10 09:35:25,999999999.0,SAR,POS,DEBIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9996,15752.006022390782,EXTREME_OUTLIER
TXN00030409,CUST001714,ACC0001944,2024-07-10 14:16:06,999999999.0,SAR,ONLINE,TRANSFER,CRYPTO,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-2555,15752.006022390782,EXTREME_OUTLIER
TXN00018797,CUST000631,ACC0005113,2024-05-11 21:37:54,999999999.0,SAR,ONLINE,CREDIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1430,15752.006022390782,EXTREME_OUTLIER
TXN00018687,CUST001234,ACC0007449,2024-05-27 12:01:48,999999999.0,SAR,,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4007,15752.006022390782,EXTREME_OUTLIER
TXN00043854,CUST006669,ACC0007290,2024-01-08 00:23:37,999999999.0,USD,POS,CASH_WITHDRAWAL,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7458,15752.006022390782,EXTREME_OUTLIER
TXN00036191,CUST000516,ACC0006679,2024-05-23 04:34:13,999999999.0,USD,POS,DEBIT,CRYPTO,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-9184,15752.006022390782,EXTREME_OUTLIER
TXN00016962,CUST006477,ACC0002542,2024-11-22 04:37:03,999999999.0,SAR,MOBILE,CASH_WITHDRAWAL,ELECTRONICS,Riyadh,0,LEGITIMATE,FAILED,****-****-****-4612,15752.006022390782,EXTREME_OUTLIER
TXN00008790,CUST004437,ACC0004637,2024-11-22 10:23:46,999999999.0,USD,ONLINE,CASH_WITHDRAWAL,RETAIL,Riyadh,0,LEGITIMATE,PENDING,****-****-****-5133,15752.006022390782,EXTREME_OUTLIER
TXN00016360,CUST001012,ACC0000628,2024-01-01 06:27:09,999999999.0,SAR,MOBILE,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9017,15752.006022390782,EXTREME_OUTLIER
TXN00019638,CUST006617,ACC0007336,2024-12-28 18:12:08,999999999.0,SAR,ATM,TRANSFER,RETAIL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-8231,15752.006022390782,EXTREME_OUTLIER
TXN00040177,CUST007197,ACC0005814,2024-12-27 19:59:22,999999999.0,SAR,ATM,CREDIT,TRAVEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-9925,15752.006022390782,EXTREME_OUTLIER
TXN00027857,CUST007303,ACC0008362,2024-12-23 22:18:54,999999999.0,SAR,MOBILE,CASH_WITHDRAWAL,,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-9493,15752.006022390782,EXTREME_OUTLIER
TXN00015781,CUST005731,ACC0007130,2024-01-19 02:57:08,999999999.0,USD,ATM,CASH_WITHDRAWAL,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6913,15752.006022390782,EXTREME_OUTLIER
TXN00045428,CUST005029,ACC0008636,2024-01-04 21:19:02,999999999.0,EUR,ATM,DEBIT,CRYPTO,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-1705,15752.006022390782,EXTREME_OUTLIER
TXN00040244,CUST003510,ACC0008368,2024-12-12 16:32:45,999999999.0,SAR,MOBILE,TRANSFER,RETAIL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-9874,15752.006022390782,EXTREME_OUTLIER
TXN00043234,CUST002830,ACC0007534,2024-12-13 11:51:15,999999999.0,SAR,MOBILE,CASH_WITHDRAWAL,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3004,15752.006022390782,EXTREME_OUTLIER
TXN00040900,CUST002627,ACC0001954,2024-06-15 04:23:50,999999999.0,SAR,POS,DEBIT,UNKNOWN,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-9786,15752.006022390782,EXTREME_OUTLIER
TXN00018895,CUST007186,ACC0006758,2024-12-18 11:25:48,999999999.0,SAR,POS,TRANSFER,ELECTRONICS,,0,LEGITIMATE,COMPLETED,****-****-****-7811,15752.006022390782,EXTREME_OUTLIER
TXN00024735,CUST007144,ACC0004980,2024-08-10 09:41:30,499952.28,USD,MOBILE,CREDIT,FOOD,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-6108,7.665218484556474,EXTREME_OUTLIER
TXN00001375,CUST006772,ACC0002496,2024-06-15 23:43:47,499667.49,SAR,POS,TRANSFER,FOOD,Mecca,1,SOCIAL_ENGINEERING,CONFIRMED_FRAUD,****-****-****-2655,7.660732410911696,EXTREME_OUTLIER
TXN00006255,CUST006393,ACC0007232,2024-03-29 04:42:50,499496.6,SAR,POS,DEBIT,FOOD,Dammam,0,LEGITIMATE,PENDING,****-****-****-6018,7.658040514689371,EXTREME_OUTLIER
TXN00021409,CUST001626,ACC0003224,2024-02-05 03:00:30,499467.92,SAR,MOBILE,DEBIT,RETAIL,Dammam,0,LEGITIMATE,PENDING,****-****-****-6036,7.657588741129442,EXTREME_OUTLIER
TXN00038435,CUST006690,ACC0007367,2024-08-12 17:03:05,499079.91,SAR,ONLINE,CREDIT,ELECTRONICS,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-3683,7.651476723730972,EXTREME_OUTLIER
TXN00048628,CUST004415,ACC0007452,2024-02-25 07:35:10,499026.13,SAR,ONLINE,CASH_WITHDRAWAL,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8003,7.650629569545025,EXTREME_OUTLIER
TXN00026791,CUST005304,ACC0001430,2024-02-09 10:25:16,498839.62,SAR,ONLINE,DEBIT,RETAIL,Riyadh,1,SOCIAL_ENGINEERING,REVERSED,****-****-****-6643,7.647691623706029,EXTREME_OUTLIER
TXN00027409,CUST001730,ACC0007025,2024-11-05 04:28:53,498772.53,SAR,ATM,CASH_WITHDRAWAL,RETAIL,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-6890,7.646634807522778,EXTREME_OUTLIER
TXN00033700,CUST005744,ACC0005274,2024-06-22 02:52:43,498758.07,USD,ATM,CASH_WITHDRAWAL,RETAIL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-6890,7.6464070304768725,EXTREME_OUTLIER
TXN00018319,CUST001687,ACC0000903,2024-07-23 11:27:19,498753.36,GBP,ONLINE,DEBIT,FOOD,Medina,0,LEGITIMATE,COMPLETED,****-****-****-4104,7.646332837538683,EXTREME_OUTLIER
TXN00038504,CUST001720,ACC0000893,2024-08-21 11:35:37,498620.51,SAR,POS,TRANSFER,FOOD,Jeddah,0,LEGITIMATE,FAILED,****-****-****-8751,7.644240155619695,EXTREME_OUTLIER
TXN00020113,CUST002572,ACC0000214,2024-12-22 05:35:06,497815.31,USD,POS,DEBIT,RETAIL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-4425,7.631556471154739,EXTREME_OUTLIER
TXN00000987,CUST000688,ACC0002157,2024-07-10 15:14:22,497523.79,SAR,ONLINE,TRANSFER,FOOD,Mecca,1,IDENTITY_THEFT,UNDER_REVIEW,****-****-****-9951,7.626964385095096,EXTREME_OUTLIER
TXN00030762,CUST000767,ACC0009508,2024-05-30 07:02:27,497479.06,SAR,ATM,DEBIT,FOOD,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-4193,7.626259788465542,EXTREME_OUTLIER
TXN00014212,CUST001051,ACC0007337,2024-05-07 15:23:51,497395.09,SAR,BRANCH,CASH_WITHDRAWAL,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-9938,7.624937074873239,EXTREME_OUTLIER
TXN00027481,CUST002082,ACC0000161,2024-07-15 13:32:53,497360.01,SAR,,DEBIT,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1206,7.624384487129783,EXTREME_OUTLIER
TXN00037841,CUST005853,ACC0005245,2024-02-16 03:48:32,497336.89,AED,ATM,TRANSFER,FOOD,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-2850,7.624020295891793,EXTREME_OUTLIER
TXN00047485,CUST005309,ACC0008357,2024-10-08 11:09:56,497212.83,SAR,ATM,DEBIT,RETAIL,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-4390,7.622066075952992,EXTREME_OUTLIER
TXN00029583,CUST005857,ACC0008611,2024-10-14 18:47:41,496837.9,EUR,ONLINE,DEBIT,,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8941,7.616160097542106,EXTREME_OUTLIER
TXN00028865,CUST007945,ACC0003809,2024-04-26 09:34:22,496818.8,USD,ONLINE,DEBIT,FUEL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-1620,7.615859230213142,EXTREME_OUTLIER
TXN00033360,CUST004104,ACC0005740,2024-08-12 23:15:12,496770.41,SAR,ATM,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,PENDING,****-****-****-6061,7.615096980472383,EXTREME_OUTLIER
TXN00030305,CUST002495,ACC0007704,2024-04-06 08:15:05,496732.62,SAR,MOBILE,DEBIT,TRAVEL,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-4191,7.61450170422309,EXTREME_OUTLIER
TXN00019228,CUST004824,ACC0006686,2024-11-03 19:16:47,496640.77,SAR,POS,DEBIT,TRAVEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-5236,7.613054863167321,EXTREME_OUTLIER
TXN00029099,CUST003260,ACC0002175,2024-05-20 20:03:22,496494.42,USD,ATM,TRANSFER,TRAVEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6200,7.610749526329955,EXTREME_OUTLIER
TXN00004050,CUST001813,ACC0004080,2024-07-26 20:10:28,496391.19,SAR,POS,REFUND,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-3759,7.6091234250541016,EXTREME_OUTLIER
TXN00015716,CUST003744,ACC0004622,2024-08-12 19:34:59,496357.37,SAR,MOBILE,TRANSFER,RETAIL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-5818,7.608590685103027,EXTREME_OUTLIER
TXN00036485,CUST004088,ACC0005317,2024-11-03 22:16:18,496341.61,SAR,MOBILE,TRANSFER,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8598,7.6083424301760925,EXTREME_OUTLIER
TXN00012360,CUST003361,ACC0009637,2024-01-02 15:34:52,496035.63,USD,POS,CASH_WITHDRAWAL,GAMBLING,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8220,7.603522567070545,EXTREME_OUTLIER
TXN00010537,CUST001190,ACC0007830,2024-05-08 20:19:37,496028.66,SAR,POS,CREDIT,FUEL,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-8147,7.603412774123798,EXTREME_OUTLIER
TXN00046349,CUST006463,ACC0009496,2024-01-03 06:44:42,496016.26,SAR,MOBILE,CASH_WITHDRAWAL,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-2221,7.603217446643215,EXTREME_OUTLIER
TXN00038696,CUST005459,ACC0006289,2024-10-02 10:26:02,494926.31,SAR,MOBILE,DEBIT,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5675,7.586048318622129,EXTREME_OUTLIER
TXN00002522,CUST001159,ACC0007142,2024-10-29 01:32:18,494471.39,EUR,ATM,CREDIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2313,7.57888232043932,EXTREME_OUTLIER
TXN00007104,CUST006058,ACC0000048,2024-06-16 07:33:03,494359.58,GBP,ONLINE,TRANSFER,ELECTRONICS,Jeddah,1,INSIDER_FRAUD,BLOCKED,****-****-****-6083,7.577121065148676,EXTREME_OUTLIER
TXN00010199,CUST005616,ACC0000069,2024-12-03 13:19:00,494352.98,SAR,POS,DEBIT,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3943,7.577017100521913,EXTREME_OUTLIER
TXN00032030,CUST005685,ACC0005190,2024-10-27 02:10:42,494296.74,SAR,BRANCH,REFUND,UNKNOWN,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-9390,7.576131195884172,EXTREME_OUTLIER
TXN00047928,CUST005030,ACC0007665,2024-05-17 12:56:16,494032.3,SAR,ONLINE,CASH_WITHDRAWAL,GAMBLING,Medina,0,LEGITIMATE,COMPLETED,****-****-****-4402,7.571965679838577,EXTREME_OUTLIER
TXN00021797,CUST001814,ACC0008155,2024-12-16 18:00:13,493919.88,SAR,ATM,DEBIT,GAMBLING,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4848,7.570194815696066,EXTREME_OUTLIER
TXN00003061,CUST004710,ACC0008773,2024-02-14 08:08:24,493824.98,SAR,POS,CASH_WITHDRAWAL,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6913,7.568699930380959,EXTREME_OUTLIER
TXN00023217,CUST001888,ACC0007371,2024-11-16 09:03:36,493657.49,EUR,ONLINE,CREDIT,RETAIL,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-4241,7.566061591693631,EXTREME_OUTLIER
TXN00035894,CUST006025,ACC0004009,2024-05-09 06:54:55,493518.49,SAR,ATM,CREDIT,,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-2158,7.56387203364516,EXTREME_OUTLIER
TXN00042939,CUST006962,ACC0001539,2024-01-30 18:11:30,493417.42,USD,ONLINE,TRANSFER,RETAIL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-4817,7.562279957156247,EXTREME_OUTLIER
TXN00004629,CUST001527,ACC0005036,2024-09-02 13:49:07,492910.91,USD,ONLINE,CASH_WITHDRAWAL,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6089,7.5543013021409156,EXTREME_OUTLIER
TXN00033468,CUST003638,ACC0009976,2024-01-18 04:37:20,492722.22,SAR,ATM,DEBIT,RETAIL,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-7918,7.551329016470656,EXTREME_OUTLIER
TXN00012142,CUST006259,ACC0005451,2024-06-28 12:18:33,492621.34,SAR,BRANCH,TRANSFER,RETAIL,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-3019,7.549739932902817,EXTREME_OUTLIER
TXN00022010,CUST001961,ACC0008844,2024-03-11 05:36:46,492538.12,EUR,MOBILE,DEBIT,ELECTRONICS,Riyadh,1,ACCOUNT_TAKEOVER,REVERSED,****-****-****-1248,7.548429033472646,EXTREME_OUTLIER
TXN00023103,CUST006511,ACC0000431,2024-02-21 18:22:32,492537.22,SAR,MOBILE,CASH_WITHDRAWAL,FOOD,Medina,0,LEGITIMATE,COMPLETED,****-****-****-8969,7.548414856478087,EXTREME_OUTLIER
TXN00019040,CUST002467,ACC0007315,2024-01-03 16:18:35,491794.24,SAR,ATM,CASH_WITHDRAWAL,FUEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4821,7.536711274903605,EXTREME_OUTLIER
TXN00012071,CUST006802,ACC0000059,2024-08-15 15:08:56,491366.04,AED,POS,DEBIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6580,7.52996617593702,EXTREME_OUTLIER
TXN00008468,CUST003645,ACC0004248,2024-03-14 15:19:19,491097.96,SAR,ONLINE,DEBIT,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2233,7.525743321824545,EXTREME_OUTLIER
TXN00042959,CUST007320,ACC0000293,2024-07-01 23:54:54,491088.21,SAR,ATM,CASH_WITHDRAWAL,UNKNOWN,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-3090,7.525589737716828,EXTREME_OUTLIER
TXN00003581,CUST007587,ACC0001310,2024-01-02 10:53:15,491046.5,SAR,POS,CASH_WITHDRAWAL,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-9066,7.524932712780125,EXTREME_OUTLIER
TXN00030962,CUST002942,ACC0001786,2024-06-16 02:21:09,490940.69,--,ONLINE,DEBIT,FUEL,Dammam,0,LEGITIMATE,FAILED,****-****-****-5137,7.523265970786537,EXTREME_OUTLIER
TXN00029176,CUST003338,ACC0002671,2024-12-02 13:18:28,490627.48,AED,POS,DEBIT,,Medina,0,LEGITIMATE,COMPLETED,****-****-****-9551,7.518332219158036,EXTREME_OUTLIER
TXN00028562,CUST004956,ACC0009037,2024-09-24 09:11:26,490611.18,AED,ONLINE,TRANSFER,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-1036,7.5180754580343665,EXTREME_OUTLIER
TXN00017815,CUST005208,ACC0004977,2024-12-06 11:48:58,490528.29,GBP,ONLINE,CASH_WITHDRAWAL,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6928,7.516769756835534,EXTREME_OUTLIER
TXN00036629,CUST006990,ACC0005487,2024-05-10 09:41:29,490439.93,SAR,mobile,DEBIT,GAMBLING,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8767,7.515377891014218,EXTREME_OUTLIER
TXN00020350,CUST000610,ACC0005589,2024-08-22 04:56:49,490414.43,SAR,ONLINE,CREDIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8085,7.514976209501729,EXTREME_OUTLIER
TXN00040347,CUST001131,ACC0001451,2024-10-21 04:52:21,490383.85,EUR,BRANCH,CREDIT,TRAVEL,,0,LEGITIMATE,COMPLETED,****-****-****-6036,7.514494506731065,EXTREME_OUTLIER
TXN00014387,CUST000830,ACC0003060,2024-01-26 05:52:25,490381.98,SAR,MOBILE,CREDIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-2926,7.514465050086816,EXTREME_OUTLIER
TXN00044251,CUST007178,ACC0007478,2024-10-17 02:42:52,489911.96,USD,POS,DEBIT,CRYPTO,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4119,7.507061193439749,EXTREME_OUTLIER
TXN00021433,CUST000007,ACC0000970,2024-11-18 02:51:15,489655.17,SAR,POS,DEBIT,UNKNOWN,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-3996,7.5030161818479,EXTREME_OUTLIER
TXN00025931,CUST006219,ACC0002455,2024-05-20 03:11:33,489610.26,,POS,DEBIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6229,7.502308749819434,EXTREME_OUTLIER
TXN00014819,CUST001539,ACC0008893,2024-10-13 01:13:04,489348.24,SAR,atm,DEBIT,ELECTRONICS,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-6032,7.498181354136985,EXTREME_OUTLIER
TXN00019807,CUST006164,ACC0009737,2024-11-02 21:22:03,489092.86,SAR,ONLINE,CREDIT,RETAIL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-3078,7.494158553169945,EXTREME_OUTLIER
