transaction_id,customer_id,account_id,timestamp,amount,currency,channel,transaction_type,merchant_category,city,is_fraud,fraud_type,status,masked_card,is_near_dup,dup_type
TXN00027446,CUST000147,ACC0002450,2024-01-06 18:30:48,520.88,SAR,POS,TRANSFER,FOOD,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-3151,True,NEAR_DUPLICATE
TXN00037418,CUST000162,ACC0005092,2024-12-24 09:24:39,1093.45,SAR,MOBILE,CASH_WITHDRAWAL,FOOD,Medina,0,LEGITIMATE,COMPLETED,****-****-****-2778,True,NEAR_DUPLICATE
TXN00020554,CUST000173,ACC0001156,2024-11-25 08:50:31,1228.92,SAR,ONLINE,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5750,True,NEAR_DUPLICATE
TXN00008591,CUST000182,ACC0002840,2024-05-10 07:16:40,1017.39,SAR,MOBILE,TRANSFER,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-7355,True,NEAR_DUPLICATE
TXN00014859,CUST000191,ACC0000503,2024-09-19 01:57:31,3717.73,SAR,ONLINE,TRANSFER,TRAVEL,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-3024,True,NEAR_DUPLICATE
TXN00007328,CUST000195,ACC0009903,2024-11-30 15:41:09,584.76,SAR,ONLINE,TRANSFER,UNKNOWN,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4690,True,NEAR_DUPLICATE
TXN00050186,CUST000198,ACC0001791,2024-01-08 21:02:12,362.362,SAR,ATM,DEBIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4450,True,NEAR_DUPLICATE
TXN00042337,CUST000201,ACC0000644,2024-01-13 21:23:20,142.67,USD,MOBILE,DEBIT,FUEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4234,True,NEAR_DUPLICATE
TXN00037564,CUST000213,ACC0005638,2024-07-21 04:52:05,470.38,SAR,ONLINE,CASH_WITHDRAWAL,TRAVEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-2364,True,NEAR_DUPLICATE
TXN00005093,CUST000220,ACC0006698,2024-09-15 14:54:41,404.02,SAR,,CREDIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1152,True,NEAR_DUPLICATE
TXN00049535,CUST000235,ACC0009397,2024-05-28 20:16:24,452.2,SAR,ATM,TRANSFER,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3654,True,NEAR_DUPLICATE
TXN00040952,CUST000241,ACC0007940,2024-12-18 05:30:03,342.43,SAR,BRANCH,CREDIT,RETAIL,Jeddah,0,LEGITIMATE,PENDING,****-****-****-8596,True,NEAR_DUPLICATE
TXN00029434,CUST000242,ACC0006846,2024-04-26 11:21:35,336620.53,USD,MOBILE,CASH_WITHDRAWAL,RETAIL,Dammam,0,LEGITIMATE,pending,****-****-****-4107,True,NEAR_DUPLICATE
TXN00005498,CUST000255,ACC0004977,2024-07-27 17:19:10,194.53,SAR,MOBILE,TRANSFER,FOOD,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-1528,True,NEAR_DUPLICATE
TXN00007557,CUST000256,ACC0009333,2024-01-20 14:48:26,215.49,SAR,ATM,CASH_WITHDRAWAL,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3684,True,NEAR_DUPLICATE
TXN00043028,CUST000269,ACC0006898,2024-01-27 15:07:04,1013.18,,ATM,REFUND,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9377,True,NEAR_DUPLICATE
TXN00050207,CUST000296,ACC0006930,2024-10-22 03:56:13,2361.81946,SAR,ATM,TRANSFER,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3787,True,NEAR_DUPLICATE
TXN00001614,CUST000304,ACC0001629,2024-01-28 00:03:39,2423.02,SAR,,DEBIT,GAMBLING,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-7962,True,NEAR_DUPLICATE
TXN00026248,CUST000328,ACC0004782,2024-07-03 04:59:59,171.98,SAR,ONLINE,TRANSFER,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1983,True,NEAR_DUPLICATE
TXN00050282,CUST000333,ACC0000615,2024-04-16 15:35:12,481.49101,USD,ONLINE,CASH_WITHDRAWAL,GAMBLING,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7440,True,NEAR_DUPLICATE
TXN00018919,CUST000337,ACC0003038,2024-11-18 11:01:30,164.56,SAR,POS,TRANSFER,RETAIL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-3076,True,NEAR_DUPLICATE
TXN00033736,CUST000340,ACC0006783,2024-03-15 21:47:49,1062.23,GBP,ONLINE,CASH_WITHDRAWAL,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4636,True,NEAR_DUPLICATE
TXN00050150,CUST000348,ACC0002972,2024-08-07 18:41:12,182.04186,SAR,ONLINE,DEBIT,RETAIL,Riyadh,1,ACCOUNT_TAKEOVER,BLOCKED,****-****-****-9519,True,NEAR_DUPLICATE
TXN00014263,CUST000357,ACC0007961,2024-04-04 01:43:48,413.71,SAR,POS,DEBIT,CRYPTO,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1863,True,NEAR_DUPLICATE
TXN00050002,CUST000365,ACC0007285,2024-07-21 20:19:54,210.90069,USD,BRANCH,REFUND,ELECTRONICS,Medina,0,LEGITIMATE,COMPLETED,****-****-****-3217,True,NEAR_DUPLICATE
TXN00017543,CUST000368,ACC0000345,2024-12-07 13:02:29,221.07,SAR,ONLINE,DEBIT,RETAIL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-4128,True,NEAR_DUPLICATE
TXN00001908,CUST000372,ACC0003763,2024-11-26 13:39:04,2689.84,SAR,POS,CASH_WITHDRAWAL,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8258,True,NEAR_DUPLICATE
TXN00001252,CUST000373,ACC0003872,2024-07-12 13:52:53,165.72,SAR,POS,REFUND,FUEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5035,True,NEAR_DUPLICATE
TXN00036346,CUST000377,ACC0007762,2024-03-15 18:45:40,1004.96,SAR,POS,CREDIT,TRAVEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-9994,True,NEAR_DUPLICATE
TXN00043749,CUST000380,ACC0009658,2024-08-05 15:28:32,1282.43,SAR,MOBILE,DEBIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7304,True,NEAR_DUPLICATE
TXN00020568,CUST000404,ACC0001849,2024-11-12 03:54:52,369.25,SAR,POS,TRANSFER,RETAIL,Medina,0,LEGITIMATE,FAILED,****-****-****-5822,True,NEAR_DUPLICATE
TXN00007195,CUST000417,ACC0000203,2024-10-24 08:44:54,57.53,SAR,MOBILE,DEBIT,RETAIL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-7490,True,NEAR_DUPLICATE
TXN00027521,CUST000420,ACC0009369,2024-09-15 18:54:12,21.94,SAR,POS,DEBIT,CRYPTO,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8635,True,NEAR_DUPLICATE
TXN00009622,CUST000421,ACC0009502,2024-08-21 14:05:23,466.62,USD,ATM,CASH_WITHDRAWAL,,Mecca,0,LEGITIMATE,PENDING,****-****-****-3758,True,NEAR_DUPLICATE
TXN00035060,CUST000448,ACC0008276,2024-12-04 02:07:59,1353.94,USD,ONLINE,REFUND,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7370,True,NEAR_DUPLICATE
TXN00034591,CUST000470,ACC0003697,2024-11-20 04:21:48,1313.74,SAR,ATM,CASH_WITHDRAWAL,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4232,True,NEAR_DUPLICATE
TXN00041142,CUST000509,ACC0000754,2024-12-13 05:40:14,375.61,SAR,MOBILE,CASH_WITHDRAWAL,GAMBLING,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8437,True,NEAR_DUPLICATE
TXN00040476,CUST000521,ACC0000467,2024-02-21 04:59:39,716.03,SAR,MOBILE,CREDIT,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-1727,True,NEAR_DUPLICATE
TXN00043496,CUST000521,ACC0000541,2024-07-26 14:42:39,268523.87,GBP,ATM,DEBIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5456,True,NEAR_DUPLICATE
TXN00014881,CUST000522,ACC0002001,2024-08-13 10:14:57,2801.77,SAR,MOBILE,CREDIT,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9909,True,NEAR_DUPLICATE
TXN00016179,CUST000524,ACC0000910,2024-08-05 04:54:31,756.17,SAR,ONLINE,DEBIT,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-3835,True,NEAR_DUPLICATE
TXN00031625,CUST000531,ACC0006566,2024-12-18 13:17:45,837.8,GBP,MOBILE,DEBIT,TRAVEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4331,True,NEAR_DUPLICATE
TXN00001282,CUST000536,ACC0002885,2024-02-11 19:04:47,1369.58,SAR,,TRANSFER,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6425,True,NEAR_DUPLICATE
TXN00050020,CUST000540,ACC0003133,2024-12-16 04:12:50,3779.88611,USD,,CREDIT,FOOD,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-2162,True,NEAR_DUPLICATE
TXN00037417,CUST000544,ACC0003402,2024-10-08 07:36:33,1729.97,SAR,MOBILE,CREDIT,UNKNOWN,Medina,0,LEGITIMATE,COMPLETED,****-****-****-4258,True,NEAR_DUPLICATE
TXN00008833,CUST000547,ACC0007033,2024-11-28 11:08:25,822.26,USD,ONLINE,CASH_WITHDRAWAL,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4667,True,NEAR_DUPLICATE
TXN00045169,CUST000549,ACC0009560,2024-04-27 02:01:28,2638.14,AED,MOBILE,CREDIT,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7805,True,NEAR_DUPLICATE
TXN00031370,CUST000549,ACC0002776,2024-11-21 20:22:27,3362.17,AED,POS,CREDIT,FOOD,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-6885,True,NEAR_DUPLICATE
TXN00049032,CUST000556,ACC0002585,2024-03-15 08:21:06,3862.4,SAR,ONLINE,REFUND,ELECTRONICS,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-5945,True,NEAR_DUPLICATE
TXN00010744,CUST000575,ACC0001394,2024-06-14 05:32:35,516.99,USD,ONLINE,DEBIT,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4441,True,NEAR_DUPLICATE
TXN00048265,CUST000579,ACC0007570,2024-03-19 20:32:57,356.5,AED,MOBILE,TRANSFER,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-8714,True,NEAR_DUPLICATE
TXN00000109,CUST000585,ACC0005344,2024-11-09 12:47:33,378.52,GBP,POS,TRANSFER,RETAIL,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-4165,True,NEAR_DUPLICATE
TXN00010705,CUST000598,ACC0005117,2024-03-25 14:58:26,492.52,SAR,ATM,DEBIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6323,True,NEAR_DUPLICATE
TXN00050079,CUST000615,ACC0001430,2024-09-22 18:14:57,355.8154599999999,SAR,ONLINE,CREDIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1431,True,NEAR_DUPLICATE
TXN00011842,CUST000644,ACC0000149,2024-01-24 23:15:05,37.39,SAR,ONLINE,CASH_WITHDRAWAL,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6173,True,NEAR_DUPLICATE
TXN00033099,CUST000656,ACC0002728,2024-05-24 09:49:18,75.8,EUR,POS,CREDIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5868,True,NEAR_DUPLICATE
TXN00039776,CUST000657,ACC0002597,2024-10-11 16:08:48,2289.2,SAR,ATM,DEBIT,RETAIL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-5337,True,NEAR_DUPLICATE
TXN00045149,CUST000658,ACC0002197,2024-07-12 11:06:47,65.7,SAR,ONLINE,CREDIT,RETAIL,Riyadh,0,LEGITIMATE,completed,****-****-****-1003,True,NEAR_DUPLICATE
TXN00037942,CUST000674,ACC0004913,2024-06-18 19:44:34,2100.57,SAR,ONLINE,CREDIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-1206,True,NEAR_DUPLICATE
TXN00046491,CUST000702,ACC0004039,2024-07-22 02:18:06,795.9,SAR,ONLINE,TRANSFER,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8198,True,NEAR_DUPLICATE
TXN00013222,CUST000706,ACC0009547,2024-04-08 20:28:36,1085.54,SAR,BRANCH,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2339,True,NEAR_DUPLICATE
TXN00025736,CUST000709,ACC0007885,2024-09-24 13:19:11,304.34,SAR,POS,TRANSFER,FUEL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-3191,True,NEAR_DUPLICATE
TXN00039824,CUST000715,ACC0009544,2024-01-21 17:03:40,586.03,AED,POS,CREDIT,ELECTRONICS,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-8910,True,NEAR_DUPLICATE
TXN00018517,CUST000722,ACC0000971,2024-03-27 18:46:06,45.01,SAR,ONLINE,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7994,True,NEAR_DUPLICATE
TXN00013830,CUST000732,ACC0007270,2024-10-26 08:33:25,636.91,USD,POS,CREDIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-6712,True,NEAR_DUPLICATE
TXN00050029,CUST000739,ACC0005181,2024-12-28 13:47:40,2430.69827,SAR,POS,TRANSFER,ELECTRONICS,Mecca,1,SOCIAL_ENGINEERING,CONFIRMED_FRAUD,****-****-****-2523,True,NEAR_DUPLICATE
TXN00000392,CUST000765,ACC0002964,2024-05-07 23:11:58,817.05,SAR,POS,TRANSFER,FUEL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2793,True,NEAR_DUPLICATE
TXN00050130,CUST000767,ACC0002652,2024-02-06 22:26:27,623.2926699999999,GBP,BRANCH,CREDIT,ELECTRONICS,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-3525,True,NEAR_DUPLICATE
TXN00047023,CUST000769,ACC0008207,2024-03-18 09:10:04,697.91,SAR,ATM,DEBIT,GAMBLING,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-4132,True,NEAR_DUPLICATE
TXN00021680,CUST000775,ACC0007715,2024-02-21 02:39:13,3.5,SAR,ATM,CREDIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8830,True,NEAR_DUPLICATE
TXN00012281,CUST000777,ACC0006507,2024-09-28 07:18:47,458.8,SAR,POS,CREDIT,RETAIL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-5452,True,NEAR_DUPLICATE
TXN00027794,CUST000780,ACC0007879,2024-09-14 01:09:12,61.29,SAR,ATM,TRANSFER,ELECTRONICS,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-5109,True,NEAR_DUPLICATE
TXN00007803,CUST000789,ACC0004531,2024-05-24 11:20:48,1317.02,SAR,BRANCH,REFUND,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7188,True,NEAR_DUPLICATE
TXN00050014,CUST000790,ACC0008426,2024-03-30 18:12:34,783.0422599999999,USD,ONLINE,CASH_WITHDRAWAL,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-8643,True,NEAR_DUPLICATE
TXN00005978,CUST000793,ACC0007644,2024-03-06 20:37:57,3278.49,SAR,ATM,CREDIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4863,True,NEAR_DUPLICATE
TXN00021796,CUST000796,ACC0007713,2024-07-20 10:41:34,525.58,EUR,ONLINE,DEBIT,FUEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4690,True,NEAR_DUPLICATE
TXN00011185,CUST000803,ACC0001050,2024-07-30 22:17:54,856.25,EUR,ONLINE,DEBIT,UNKNOWN,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-8364,True,NEAR_DUPLICATE
TXN00004950,CUST000816,ACC0001497,2024-08-09 16:51:39,1151.27,SAR,MOBILE,DEBIT,TRAVEL,Tabuk,0,LEGITIMATE,COMPLETED,****-****-****-1785,True,NEAR_DUPLICATE
TXN00012013,CUST000834,ACC0007552,2024-09-16 21:37:08,48.74,SAR,MOBILE,CREDIT,ELECTRONICS,Mecca,0,LEGITIMATE,PENDING,****-****-****-4806,True,NEAR_DUPLICATE
TXN00033731,CUST000846,ACC0001139,2024-12-14 16:20:27,1423.21,SAR,ATM,TRANSFER,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6768,True,NEAR_DUPLICATE
TXN00020784,CUST000861,ACC0002523,2024-04-09 11:22:04,413.87,USD,MOBILE,DEBIT,ELECTRONICS,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-1067,True,NEAR_DUPLICATE
TXN00035386,CUST000868,ACC0007372,2024-09-04 12:24:48,366351.58,SAR,POS,CASH_WITHDRAWAL,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-7785,True,NEAR_DUPLICATE
TXN00003198,CUST000870,ACC0008558,2024-12-25 08:43:53,189.48,SAR,MOBILE,DEBIT,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-9569,True,NEAR_DUPLICATE
TXN00035068,CUST000874,ACC0002477,2024-07-13 14:53:18,204.13,SAR,POS,TRANSFER,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-7595,True,NEAR_DUPLICATE
TXN00012479,CUST000876,ACC0001883,2024-12-05 23:02:43,15.6,SAR,POS,TRANSFER,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4844,True,NEAR_DUPLICATE
TXN00038117,CUST000879,ACC0002230,2024-12-11 19:33:48,339020.0,GBP,MOBILE,DEBIT,ELECTRONICS,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4066,True,NEAR_DUPLICATE
TXN00016693,CUST000884,ACC0007810,2024-12-26 11:39:58,163.19,AED,MOBILE,TRANSFER,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-6743,True,NEAR_DUPLICATE
TXN00050235,CUST000890,ACC0008090,2024-08-09 12:57:14,808.41761,SAR,POS,TRANSFER,GAMBLING,Unknown,0,LEGITIMATE,COMPLETED,****-****-****-4827,True,NEAR_DUPLICATE
TXN00050115,CUST000899,ACC0007662,2024-11-19 04:27:01,127.48735999999998,SAR,ONLINE,TRANSFER,RETAIL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-4849,True,NEAR_DUPLICATE
TXN00006650,CUST000905,ACC0000541,2024-11-21 19:19:26,479.45,USD,MOBILE,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-2117,True,NEAR_DUPLICATE
TXN00010367,CUST000928,ACC0007225,2024-02-22 06:52:42,290.94,SAR,MOBILE,DEBIT,FUEL,Dammam,0,LEGITIMATE,COMPLETED,****-****-****-3229,True,NEAR_DUPLICATE
TXN00050262,CUST000929,ACC0001668,2024-03-27 10:27:09,239.01878,USD,ATM,CREDIT,ELECTRONICS,Medina,0,LEGITIMATE,COMPLETED,****-****-****-2678,True,NEAR_DUPLICATE
TXN00006712,CUST000933,ACC0006660,2024-03-18 19:57:44,631.69,SAR,POS,CASH_WITHDRAWAL,TRAVEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-5477,True,NEAR_DUPLICATE
TXN00050258,CUST000936,ACC0007903,2024-10-25 23:49:11,179.68950999999998,SAR,MOBILE,REFUND,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-2983,True,NEAR_DUPLICATE
TXN00030805,CUST000944,ACC0003913,2024-10-23 15:44:48,408.49,SAR,MOBILE,DEBIT,FUEL,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-7489,True,NEAR_DUPLICATE
TXN00002982,CUST000965,ACC0003011,2024-01-05 22:13:02,2667.22,SAR,POS,CREDIT,FOOD,Mecca,0,LEGITIMATE,PENDING,****-****-****-6013,True,NEAR_DUPLICATE
TXN00018117,CUST000970,ACC0009763,2024-12-06 21:31:11,93.71,SAR,POS,CASH_WITHDRAWAL,TRAVEL,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-4825,True,NEAR_DUPLICATE
TXN00045951,CUST000991,ACC0003760,2024-06-26 21:37:44,950.32,EUR,MOBILE,TRANSFER,FOOD,Medina,0,LEGITIMATE,COMPLETED,****-****-****-3278,True,NEAR_DUPLICATE
TXN00020040,CUST000994,ACC0009652,2024-02-08 05:39:54,1299.78,SAR,ATM,CASH_WITHDRAWAL,CRYPTO,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3073,True,NEAR_DUPLICATE
TXN00043233,CUST001003,ACC0008960,2024-12-07 09:38:59,1090.3,SAR,ATM,DEBIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-6291,True,NEAR_DUPLICATE
TXN00050177,CUST001015,ACC0002988,2024-02-17 03:05:15,1284.82354,SAR,POS,DEBIT,RETAIL,Unknown,1,CARD_NOT_PRESENT,UNDER_REVIEW,****-****-****-6526,True,NEAR_DUPLICATE
TXN00019609,CUST001026,ACC0005133,2024-09-30 20:35:29,259.39,SAR,ONLINE,CREDIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-9355,True,NEAR_DUPLICATE
TXN00035041,CUST001030,ACC0007106,2024-04-24 05:17:15,841.08,SAR,MOBILE,CREDIT,TRAVEL,Khobar,0,LEGITIMATE,COMPLETED,****-****-****-2989,True,NEAR_DUPLICATE
TXN00001615,CUST001035,ACC0006202,2024-06-27 10:54:42,1003.76,GBP,POS,TRANSFER,FOOD,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-8612,True,NEAR_DUPLICATE
TXN00034070,CUST001037,ACC0007609,2024-12-12 03:01:24,148.82,SAR,ONLINE,DEBIT,FOOD,Jeddah,0,LEGITIMATE,COMPLETED,****-****-****-1735,True,NEAR_DUPLICATE
TXN00020929,CUST001038,ACC0008737,2024-05-24 02:45:16,889.08,SAR,ATM,CASH_WITHDRAWAL,UNKNOWN,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1864,True,NEAR_DUPLICATE
TXN00050199,CUST001075,ACC0005708,2024-04-27 22:45:07,604.04344,SAR,ATM,DEBIT,FOOD,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-9966,True,NEAR_DUPLICATE
TXN00002016,CUST001080,ACC0005476,2024-10-22 20:47:05,400.6,SAR,POS,TRANSFER,ELECTRONICS,Riyadh,1,SOCIAL_ENGINEERING,UNDER_REVIEW,****-****-****-5551,True,NEAR_DUPLICATE
TXN00046917,CUST001087,ACC0009101,2024-09-17 13:40:51,1883.08,SAR,POS,CREDIT,FOOD,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-8583,True,NEAR_DUPLICATE
TXN00042430,CUST001088,ACC0009526,2024-04-14 01:14:26,441.29,SAR,BRANCH,DEBIT,GAMBLING,Jeddah,0,LEGITIMATE,FAILED,****-****-****-1720,True,NEAR_DUPLICATE
TXN00026773,CUST001114,ACC0007026,2024-07-17 00:36:00,555.82,USD,MOBILE,DEBIT,ELECTRONICS,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-1928,True,NEAR_DUPLICATE
TXN00033650,CUST001132,ACC0002061,2024-01-02 06:03:07,1138.09,SAR,POS,DEBIT,TRAVEL,Medina,0,LEGITIMATE,COMPLETED,****-****-****-1463,True,NEAR_DUPLICATE
TXN00002649,CUST001134,ACC0007290,2024-11-14 13:38:24,565.5,,POS,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-5441,True,NEAR_DUPLICATE
TXN00019529,CUST001142,ACC0001956,2024-05-17 20:49:21,1025.88,SAR,MOBILE,CASH_WITHDRAWAL,TRAVEL,Riyadh,1,CARD_NOT_PRESENT,UNDER_REVIEW,****-****-****-9474,True,NEAR_DUPLICATE
TXN00003883,CUST001148,ACC0004848,2024-02-09 14:01:14,1318.21,SAR,BRANCH,DEBIT,RETAIL,Riyadh,0,LEGITIMATE,COMPLETED,****-****-****-3121,True,NEAR_DUPLICATE
TXN00017688,CUST001151,ACC0004814,2024-12-23 18:53:14,536.78,SAR,MOBILE,DEBIT,CRYPTO,Mecca,0,LEGITIMATE,COMPLETED,****-****-****-2241,True,NEAR_DUPLICATE
TXN00049154,CUST001158,ACC0009706,2024-08-10 19:30:32,197.93,SAR,POS,CASH_WITHDRAWAL,ELECTRONICS,Medina,0,LEGITIMATE,COMPLETED,****-****-****-2178,True,NEAR_DUPLICATE
TXN00037595,CUST001168,ACC0007059,2024-04-12 19:33:51,1731.57,USD,,DEBIT,,Medina,0,LEGITIMATE,COMPLETED,****-****-****-7013,True,NEAR_DUPLICATE
